Serial No,time_stamp,AccXYZ_Measurement_Index,AccX_Measurement_Index,AccY_Measurement_Index,AccZ_Measurement_Index,AE_Measurement_Index,AccXYZ_range,AccX_range,AccY_range,AccZ_range,AE_range,AccXYZ_Absolute Peak,AccX_Absolute Peak,AccY_Absolute Peak,AccZ_Absolute Peak,AE_Absolute Peak,AccXYZ_Mean,AccX_Mean,AccY_Mean,AccZ_Mean,AE_Mean,AccXYZ_RMS,AccX_RMS,AccY_RMS,AccZ_RMS,AE_RMS,AccXYZ_Zero Crossing Rate,AccX_Zero Crossing Rate,AccY_Zero Crossing Rate,AccZ_Zero Crossing Rate,AE_Zero Crossing Rate,AccXYZ_Crest Factor,AccX_Crest Factor,AccY_Crest Factor,AccZ_Crest Factor,AE_Crest Factor,AccXYZ_K(t),AccX_K(t),AccY_K(t),AccZ_K(t),AE_K(t),AccXYZ_SNR,AccX_SNR,AccY_SNR,AccZ_SNR,AE_SNR,AccXYZ_Skewness,AccX_Skewness,AccY_Skewness,AccZ_Skewness,AE_Skewness,AccXYZ_Kurtosis,AccX_Kurtosis,AccY_Kurtosis,AccZ_Kurtosis,AE_Kurtosis
441,Tue Apr 26 17:14:23 2022,5495,5495,5495,5495,5506,2.0774245262145996,2.240234375,1.182373046875,0.93621826171875,0.1629871129989624,2.0774245262145996,1.99993896484375,0.66094970703125,0.58551025390625,0.08427643775939941,1.0679752826690674,0.9697842597961426,-0.03764629364013672,0.11016052216291428,9.797010534384754e-06,1.1777293682098389,1.1182266473770142,0.29610753059387207,0.22121497988700867,0.028668977320194244,1.0,101.0,1037.0,801.0,2499.0,1.7639235258102417,1.7884916067123413,2.2321274280548096,2.6467928886413574,2.93963885307312,0,0,0,0,0,0.9068087339401245,0.867251992225647,-0.12713724374771118,0.4979794919490814,0.0003417286498006433,1.2420151233673096,1.2941120862960815,-0.5269412994384766,1.251357913017273,-0.27316713333129883,1.6599056720733643,1.796549677848816,1.9402282238006592,2.6294050216674805,2.6251773834228516
442,Tue Apr 26 17:14:26 2022,5497,5498,5498,5498,5509,2.0617525577545166,2.2901611328125,1.18780517578125,0.9930419921875,0.16127139329910278,2.0617525577545166,1.99993896484375,0.6693115234375,0.64508056640625,0.08310574293136597,1.0699671506881714,0.9654898047447205,-0.03869163617491722,0.11149505525827408,-4.953280495101353e-06,1.1782208681106567,1.117777943611145,0.29285508394241333,0.23024287819862366,0.029228849336504936,1.0,109.0,1037.0,935.0,2447.0,1.7498862743377686,1.7892094850540161,2.2854700088500977,2.801739454269409,2.843277931213379,0,0,0,0,0,0.9081210494041443,0.8637581467628479,-0.13211871683597565,0.4842497408390045,-0.00016946546384133399,1.2388728857040405,1.296226143836975,-0.5662768483161926,1.2363808155059814,-0.20729264616966248,1.653825283050537,1.805976152420044,1.9660158157348633,2.5583598613739014,2.5753047466278076
443,Tue Apr 26 17:14:28 2022,5500,5500,5500,5500,5511,2.061227798461914,2.31500244140625,1.226318359375,0.96612548828125,0.16081863641738892,2.061227798461914,1.99993896484375,0.6552734375,0.63201904296875,0.08409136533737183,1.0701689720153809,0.9662232995033264,-0.03907226398587227,0.1110120415687561,1.2492055248003453e-05,1.182185411453247,1.1221181154251099,0.29589375853538513,0.22552074491977692,0.029255153611302376,1.0,113.0,1038.0,929.0,2562.0,1.7435740232467651,1.7822891473770142,2.2145564556121826,2.802487373352051,2.8744120597839355,0,0,0,0,0,0.9052463173866272,0.8610709309577942,-0.13204829394817352,0.4922475814819336,0.00042700357153080404,1.244553565979004,1.301741600036621,-0.5349171161651611,1.2538173198699951,-0.1954329013824463,1.666906714439392,1.8178476095199585,1.9286389350891113,2.566979169845581,2.5829086303710938
444,Tue Apr 26 17:14:31 2022,5502,5503,5503,5503,5514,2.0740256309509277,2.36907958984375,1.2138671875,0.96331787109375,0.16313016414642334,2.0740256309509277,1.99993896484375,0.6343994140625,0.5985107421875,0.08506715297698975,1.0679931640625,0.9669735431671143,-0.038544196635484695,0.11185764521360397,-7.823882697266527e-06,1.1914377212524414,1.1328753232955933,0.2963181734085083,0.21980436146259308,0.029254555702209473,1.0,99.0,1038.0,825.0,2504.0,1.7407755851745605,1.765365481376648,2.140939950942993,2.7229247093200684,2.9078259468078613,0,0,0,0,0,0.8963902592658997,0.8535568714141846,-0.130077064037323,0.5088964104652405,-0.0002674415009096265,1.2599128484725952,1.3154493570327759,-0.4478054344654083,1.3076804876327515,-0.18568482995033264,1.7013014554977417,1.8465454578399658,1.9062964916229248,2.7271053791046143,2.581054925918579
445,Tue Apr 26 17:14:33 2022,5505,5505,5505,5505,5516,2.0874433517456055,2.28997802734375,1.26361083984375,0.94976806640625,0.15868449211120605,2.0874433517456055,1.99993896484375,0.63616943359375,0.59637451171875,0.08141738176345825,1.0644445419311523,0.9651524424552917,-0.03757190704345703,0.11032131314277649,9.923553989210632e-06,1.174311876296997,1.1137059926986694,0.2997908592224121,0.22089017927646637,0.029184266924858093,1.0,101.0,1037.0,837.0,2534.0,1.7775886058807373,1.7957513332366943,2.122044086456299,2.69986891746521,2.7897696495056152,0,0,0,0,0,0.9064410924911499,0.8666133284568787,-0.12532706558704376,0.49943965673446655,0.0003400309360586107,1.2457451820373535,1.2994967699050903,-0.4920986294746399,1.287936806678772,-0.1962299346923828,1.6747679710388184,1.818692684173584,1.9222599267959595,2.6463732719421387,2.569133758544922
446,Tue Apr 26 17:14:36 2022,5508,5508,5508,5508,5519,2.073354721069336,2.3414306640625,1.28021240234375,0.93597412109375,0.1637585163116455,2.073354721069336,1.99993896484375,0.6595458984375,0.60809326171875,0.086733877658844,1.0696101188659668,0.9635288715362549,-0.03837883099913597,0.11010898649692535,3.978999302489683e-05,1.1849725246429443,1.1230671405792236,0.30410876870155334,0.2252632975578308,0.029535561800003052,1.0,107.0,1037.0,831.0,2543.0,1.7497069835662842,1.7807830572128296,2.168782949447632,2.6994776725769043,2.936591386795044,0,0,0,0,0,0.9026455283164978,0.857944130897522,-0.12620100378990173,0.4888012707233429,0.0013471893034875393,1.2502268552780151,1.306522250175476,-0.47316446900367737,1.2801003456115723,-0.21317920088768005,1.6815904378890991,1.830905795097351,1.8951513767242432,2.6678600311279297,2.612964630126953
447,Tue Apr 26 17:14:38 2022,5510,5510,5510,5510,5521,2.1099400520324707,2.25457763671875,1.20086669921875,0.9468994140625,0.17074424028396606,2.1099400520324707,1.99993896484375,0.644287109375,0.6082763671875,0.08655685186386108,1.070507526397705,0.967100203037262,-0.03835933655500412,0.11147121340036392,-2.9657228424184723e-06,1.1836048364639282,1.120358943939209,0.30938780307769775,0.22359398007392883,0.02977243810892105,1.0,115.0,1037.0,763.0,2453.0,1.7826389074325562,1.7850877046585083,2.082458019256592,2.7204506397247314,2.9072811603546143,0,0,0,0,0,0.9044467210769653,0.8632056713104248,-0.12398464232683182,0.49854299426078796,-9.961303294403479e-05,1.2473270893096924,1.3016468286514282,-0.4569486379623413,1.2777117490768433,-0.23318463563919067,1.6725577116012573,1.8149768114089966,1.8923839330673218,2.7044878005981445,2.613554000854492
448,Tue Apr 26 17:14:41 2022,5513,5513,5513,5513,5524,2.0995519161224365,2.31512451171875,1.22296142578125,0.93798828125,0.16195106506347656,2.0995519161224365,1.99993896484375,0.66851806640625,0.580810546875,0.08437013626098633,1.07222318649292,0.9670295119285583,-0.03861801326274872,0.11110534518957138,-5.264106675895164e-06,1.1827361583709717,1.1176066398620605,0.31538158655166626,0.22439807653427124,0.029881557449698448,1.0,103.0,1036.0,755.0,2429.0,1.77516508102417,1.7894837856292725,2.1197118759155273,2.5883045196533203,2.8234851360321045,0,0,0,0,0,0.9065616130828857,0.8652682304382324,-0.12244853377342224,0.4951260983943939,-0.000176165733137168,1.2451225519180298,1.2995617389678955,-0.48214617371559143,1.2678648233413696,-0.25090423226356506,1.66988205909729,1.813287615776062,1.8959801197052002,2.672405958175659,2.615532636642456
449,Tue Apr 26 17:14:43 2022,5515,5515,5515,5515,5526,2.068352699279785,2.30401611328125,1.25970458984375,1.0262451171875,0.16318166255950928,2.068352699279785,1.99993896484375,0.6546630859375,0.66064453125,0.08548235893249512,1.0785291194915771,0.9665464758872986,-0.038424301892519,0.11117012053728104,1.5834848454687744e-05,1.186223030090332,1.119836449623108,0.316485196352005,0.23006010055541992,0.02981598861515522,1.0,117.0,1037.0,909.0,2413.0,1.7436456680297852,1.7859206199645996,2.06854248046875,2.871617078781128,2.866997241973877,0,0,0,0,0,0.9092127680778503,0.8631139397621155,-0.12140947580337524,0.4832220673561096,0.0005310858250595629,1.2372990846633911,1.2978063821792603,-0.49661770462989807,1.2164653539657593,-0.2618531882762909,1.6505531072616577,1.8114796876907349,1.843956470489502,2.5293405055999756,2.6428287029266357
450,Tue Apr 26 17:14:46 2022,5518,5518,5518,5518,5529,2.070013999938965,2.44219970703125,1.40380859375,0.97198486328125,0.19183409214019775,2.070013999938965,1.99993896484375,0.7333984375,0.62249755859375,0.10177677869796753,1.0117472410202026,0.9672763347625732,-0.03897857666015625,0.11128299683332443,-2.7730980946216732e-05,1.0498932600021362,1.0177196264266968,0.197726771235466,0.16560769081115723,0.016933061182498932,1.0,45.0,628.0,289.0,1449.0,1.9716423749923706,1.9651178121566772,3.709151029586792,3.75886869430542,6.010536193847656,0,0,0,0,0,0.9636667370796204,0.9504349827766418,-0.19713352620601654,0.6719675660133362,-0.0016376826679334044,1.1214603185653687,1.1318860054016113,-0.7307937145233154,1.3971143960952759,-0.4110575318336487,1.372775673866272,1.396497368812561,4.817756652832031,3.3914976119995117,7.48030424118042
451,Tue Apr 26 17:14:48 2022,5520,5520,5520,5520,5531,1.101367473602295,1.0953369140625,0.28240966796875,0.15228271484375,0.015022516250610352,1.101367473602295,1.0953369140625,0.1788330078125,0.15228271484375,0.007767856121063232,0.9766896963119507,0.9688064455986023,-0.038358308374881744,0.11111655831336975,-1.3095407666696701e-05,0.9774372577667236,0.969590425491333,0.0522175058722496,0.11203432828187943,0.002097024815157056,1.0,1.0,362.0,1.0,1779.0,1.126791000366211,1.1296902894973755,3.4247710704803467,1.3592504262924194,3.7042269706726074,0,0,0,0,0,0.9992351531982422,0.999191403388977,-0.7345871329307556,0.9918081164360046,-0.006244755815714598,1.0022883415222168,1.0024194717407227,-1.3986539840698242,1.0239644050598145,0.02560870535671711,1.0061028003692627,1.006453037261963,2.484572649002075,1.0637985467910767,2.927654266357422
452,Tue Apr 26 17:14:51 2022,5523,5523,5523,5523,5534,2.4910595417022705,3.749755859375,2.812744140625,1.7254638671875,0.43221956491470337,2.4910595417022705,1.99993896484375,1.63946533203125,1.04315185546875,0.2246806025505066,1.151199221611023,0.9229663014411926,-0.03903549164533615,0.1108832135796547,2.318404040124733e-05,1.2452216148376465,1.132751226425171,0.4386572539806366,0.27391886711120605,0.04982101544737816,1.0,251.0,870.0,645.0,4435.0,2.000494956970215,1.7655588388442993,3.7374632358551025,3.808251142501831,4.509755611419678,0,0,0,0,0,0.9244934320449829,0.8148005604743958,-0.08898859471082687,0.4048031270503998,0.00046534661669284105,1.2306039333343506,1.2081247568130493,-0.5360578298568726,1.3064568042755127,0.024188784882426262,1.675994873046875,1.7954002618789673,4.835617542266846,4.168551921844482,4.517653465270996
453,Tue Apr 26 17:14:53 2022,5525,5525,5525,5525,5537,2.383009195327759,3.37359619140625,2.28021240234375,1.51409912109375,0.3714439272880554,2.383009195327759,1.99993896484375,1.29986572265625,0.9307861328125,0.18870198726654053,1.1175158023834229,0.9317407011985779,-0.03788639232516289,0.11078716069459915,3.7470828829100356e-05,1.2264665365219116,1.138887882232666,0.373071551322937,0.2607129216194153,0.04768228530883789,1.0,261.0,961.0,801.0,7539.0,1.9429875612258911,1.7560455799102783,3.4842262268066406,3.570157289505005,3.957486152648926,0,0,0,0,0,0.9111669659614563,0.8181145191192627,-0.10155262053012848,0.42493927478790283,0.0007858438184484839,1.242455005645752,1.2501354217529297,-0.9387519359588623,1.2229937314987183,0.03887862712144852,1.6840240955352783,1.7995072603225708,4.469668388366699,3.5370078086853027,3.0132346153259277
454,Tue Apr 26 17:14:56 2022,5528,5528,5528,5528,5539,2.0329573154449463,2.7674560546875,1.0291748046875,0.88275146484375,0.3522520065307617,2.0329573154449463,1.99993896484375,0.54095458984375,0.5784912109375,0.2021353840827942,1.0244290828704834,0.9621762037277222,-0.03859516233205795,0.11093868315219879,6.211025174707174e-05,1.1373273134231567,1.1083310842514038,0.1663309931755066,0.19352076947689056,0.04738892614841461,1.0,131.0,940.0,755.0,7873.0,1.7874865531921387,1.8044599294662476,3.2522778511047363,2.989297866821289,4.265456199645996,0,0,0,0,0,0.9007337093353271,0.8681306838989258,-0.23203830420970917,0.573265016078949,0.0013106490951031446,1.2560131549835205,1.2841370105743408,-0.4921196699142456,1.3318495750427246,-0.27851104736328125,1.7090553045272827,1.7912547588348389,2.6305696964263916,2.579129695892334,2.785189151763916
455,Tue Apr 26 17:14:58 2022,5530,5530,5530,5531,5542,2.1213834285736084,3.29718017578125,2.05889892578125,1.17999267578125,0.35174131393432617,2.1213834285736084,1.99993896484375,1.06146240234375,0.71051025390625,0.19713878631591797,1.0687257051467896,0.9633573889732361,-0.03896724805235863,0.11129680275917053,-8.785109457676299e-06,1.1724343299865723,1.110826849937439,0.3088254928588867,0.2128198891878128,0.03558795899152756,1.0,105.0,1002.0,747.0,4378.0,1.8093836307525635,1.8004056215286255,3.4370944499969482,3.3385519981384277,5.539480209350586,0,0,0,0,0,0.9115442037582397,0.8672435283660889,-0.12617886066436768,0.5229623913764954,-0.0002468562452122569,1.2297040224075317,1.274976134300232,-0.292879581451416,1.2903681993484497,-0.3090655207633972,1.6283656358718872,1.765878438949585,2.6882779598236084,2.8029062747955322,3.64479660987854
456,Tue Apr 26 17:15:01 2022,5533,5533,5533,5533,5544,2.0870933532714844,2.30999755859375,1.208251953125,0.98052978515625,0.1581716537475586,2.0870933532714844,1.99993896484375,0.65777587890625,0.6336669921875,0.08191072940826416,1.0677000284194946,0.9651730060577393,-0.03873554244637489,0.11142196506261826,-4.821803668164648e-05,1.1812214851379395,1.121107578277588,0.29435715079307556,0.22749753296375275,0.028863713145256042,1.0,97.0,1036.0,933.0,2461.0,1.7668942213058472,1.78389573097229,2.2346184253692627,2.785379648208618,2.8378446102142334,0,0,0,0,0,0.90389484167099,0.8609102368354797,-0.13159368932247162,0.4897722005844116,-0.0016705417074263096,1.2463388442993164,1.3052034378051758,-0.5417948961257935,1.2510254383087158,-0.227918803691864,1.6698740720748901,1.825261116027832,1.95247483253479,2.6031501293182373,2.6092398166656494
457,Tue Apr 26 17:15:04 2022,5535,5535,5536,5536,5547,2.0955615043640137,2.24212646484375,1.2406005859375,0.93658447265625,0.1603410243988037,2.0955615043640137,1.99993896484375,0.658447265625,0.618408203125,0.0834912657737732,1.0680832862854004,0.9685654640197754,-0.037993431091308594,0.11023464053869247,-9.099048838834278e-06,1.181687355041504,1.121270775794983,0.3013840615749359,0.21978311240673065,0.02871464565396309,1.0,89.0,1037.0,828.0,2488.0,1.773363709449768,1.7836360931396484,2.1847448348999023,2.813720226287842,2.9076194763183594,0,0,0,0,0,0.9038628339767456,0.8638104796409607,-0.12606316804885864,0.5015609860420227,-0.0003168783150613308,1.2463380098342896,1.301029086112976,-0.5091921091079712,1.2588289976119995,-0.2638099491596222,1.6684622764587402,1.8111424446105957,1.930641531944275,2.636342763900757,2.6671314239501953
458,Tue Apr 26 17:15:06 2022,5538,5538,5538,5538,5549,2.102741241455078,2.31573486328125,1.25396728515625,0.9639892578125,0.16058349609375,2.102741241455078,1.99993896484375,0.679443359375,0.6322021484375,0.08360838890075684,1.0622512102127075,0.9675168395042419,-0.04007236659526825,0.11124172061681747,4.953846291755326e-05,1.171679139137268,1.111092448234558,0.3004745841026306,0.2191387563943863,0.02833983674645424,1.0,73.0,1036.0,823.0,2506.0,1.7946391105651855,1.7999752759933472,2.2612340450286865,2.8849399089813232,2.950207233428955,0,0,0,0,0,0.9066058993339539,0.8707797527313232,-0.13336357474327087,0.5076314210891724,0.0017480150563642383,1.2456214427947998,1.2989985942840576,-0.4478573501110077,1.315175175666809,-0.19287601113319397,1.673276662826538,1.8169381618499756,1.9045405387878418,2.7119240760803223,2.590024948120117
459,Tue Apr 26 17:15:09 2022,5540,5540,5541,5541,5552,2.0925800800323486,2.2725830078125,1.283935546875,0.9801025390625,0.15939295291900635,2.0925800800323486,1.99993896484375,0.681884765625,0.65118408203125,0.0840228796005249,1.0602933168411255,0.9660940766334534,-0.03937160596251488,0.11150245368480682,-9.47949865803821e-06,1.170576810836792,1.1088320016860962,0.30597519874572754,0.21707022190093994,0.027856452390551567,1.0,45.0,1038.0,839.0,2540.0,1.7876486778259277,1.8036446571350098,2.228562116622925,2.999877452850342,3.0162806510925293,0,0,0,0,0,0.9057870507240295,0.8712718486785889,-0.12867580354213715,0.5136699676513672,-0.00034029813832603395,1.245652437210083,1.300357460975647,-0.432104229927063,1.2961355447769165,-0.22616654634475708,1.6721665859222412,1.8199527263641357,1.9019529819488525,2.619969367980957,2.5936708450317383
460,Tue Apr 26 17:15:11 2022,5543,5543,5543,5543,5554,2.096327781677246,2.24700927734375,1.24298095703125,0.90020751953125,0.1568230390548706,2.096327781677246,1.99993896484375,0.66363525390625,0.5792236328125,0.08261185884475708,1.0614292621612549,0.9667459726333618,-0.03851005434989929,0.1105181872844696,7.940517207316589e-06,1.169811725616455,1.1075992584228516,0.3058854043483734,0.21935519576072693,0.028529092669487,1.0,75.0,1037.0,797.0,2568.0,1.7920215129852295,1.805652141571045,2.169555187225342,2.6405739784240723,2.8957056999206543,0,0,0,0,0,0.907350480556488,0.8728300929069519,-0.12589700520038605,0.5038321018218994,0.00027833052445203066,1.2462183237075806,1.2997099161148071,-0.4076690673828125,1.3203001022338867,-0.2096966952085495,1.6775099039077759,1.8225969076156616,1.873509168624878,2.726534128189087,2.6007728576660156
461,Tue Apr 26 17:15:14 2022,5546,5546,5546,5546,5557,2.068286418914795,2.24810791015625,1.3197021484375,0.96893310546875,0.16261178255081177,2.068286418914795,1.99993896484375,0.67706298828125,0.61419677734375,0.08419597148895264,1.072250247001648,0.9673728942871094,-0.03844818100333214,0.11051101982593536,-1.8238275742987753e-06,1.1890630722045898,1.1265583038330078,0.30951717495918274,0.22121649980545044,0.029250698164105415,1.0,107.0,1036.0,932.0,2596.0,1.7394253015518188,1.7752645015716553,2.187481164932251,2.7764511108398438,2.8784260749816895,0,0,0,0,0,0.9017606377601624,0.8586975932121277,-0.1242198646068573,0.49956047534942627,-6.235158798517659e-05,1.250576376914978,1.310093879699707,-0.4414306879043579,1.2761051654815674,-0.19891968369483948,1.6798758506774902,1.8372316360473633,1.8747814893722534,2.605160713195801,2.5958216190338135
462,Tue Apr 26 17:15:16 2022,5548,5548,5548,5548,5559,2.0681087970733643,2.22698974609375,1.27166748046875,1.03753662109375,0.16220855712890625,2.0681087970733643,1.99993896484375,0.6663818359375,0.66705322265625,0.08451372385025024,1.0764896869659424,0.9690489768981934,-0.038744088262319565,0.1110544204711914,3.4723176213447005e-05,1.184976577758789,1.1211119890213013,0.3085651397705078,0.22817479074001312,0.02937145158648491,1.0,105.0,1037.0,936.0,2479.0,1.7452739477157593,1.7838886976242065,2.1596148014068604,2.923430919647217,2.877410411834717,0,0,0,0,0,0.9084481000900269,0.8643641471862793,-0.12556210160255432,0.4867076575756073,0.001182208419777453,1.237051010131836,1.2955149412155151,-0.519298791885376,1.2419843673706055,-0.21068261563777924,1.6473019123077393,1.802405834197998,1.8797714710235596,2.567943811416626,2.623746156692505
463,Tue Apr 26 17:15:19 2022,5551,5551,5551,5551,5562,2.0621871948242188,2.32818603515625,1.2821044921875,0.97149658203125,0.169971764087677,2.0621871948242188,1.99993896484375,0.71258544921875,0.6356201171875,0.08620315790176392,1.075445294380188,0.9675135016441345,-0.037643205374479294,0.11083908379077911,5.7064404245465994e-05,1.1809091567993164,1.1154015064239502,0.31367382407188416,0.22811052203178406,0.029481573030352592,1.0,117.0,1036.0,904.0,2536.0,1.746270775794983,1.793021559715271,2.271740198135376,2.786456823348999,2.9239673614501953,0,0,0,0,0,0.9106926321983337,0.8674127459526062,-0.1200074777007103,0.48590078949928284,0.0019355956465005875,1.2354661226272583,1.2928144931793213,-0.5155274868011475,1.2327502965927124,-0.25693240761756897,1.6463263034820557,1.7990423440933228,1.8946444988250732,2.5380547046661377,2.661318302154541
464,Tue Apr 26 17:15:21 2022,5553,5553,5553,5553,5564,2.075573444366455,2.28509521484375,1.33917236328125,0.9993896484375,0.16416871547698975,2.075573444366455,1.99993896484375,0.72894287109375,0.648681640625,0.08746236562728882,1.0784847736358643,0.9676308631896973,-0.037997931241989136,0.11126991361379623,-4.0285820432472974e-05,1.186267614364624,1.120138168334961,0.3166689872741699,0.22856536507606506,0.029598189517855644,1.0,111.0,1036.0,909.0,2441.0,1.7496671676635742,1.7854394912719727,2.301908016204834,2.838057518005371,2.9549903869628906,0,0,0,0,0,0.9091411828994751,0.8638495802879333,-0.11999259144067764,0.486818790435791,-0.0013610906898975372,1.2380822896957397,1.297263741493225,-0.5192974209785461,1.2299193143844604,-0.2509499788284302,1.6534191370010376,1.8119385242462158,1.8888821601867676,2.5572338104248047,2.6505930423736572
465,Tue Apr 26 17:15:24 2022,5556,5556,5556,5556,5567,2.062386989593506,2.183837890625,1.6219482421875,0.16351318359375,0.014862477779388428,2.062386989593506,1.99993896484375,0.851806640625,0.16351318359375,0.007466018199920654,1.0117205381393433,0.9688493609428406,-0.03871551528573036,0.1110525131225586,-1.7167703845188953e-05,1.0446404218673706,1.0117912292480469,0.20103049278259277,0.11190982908010483,0.002024885034188628,1.0,33.0,654.0,1.0,1676.0,1.9742554426193237,1.976631999015808,4.23720121383667,1.4611154794692993,3.687131881713867,0,0,0,0,0,0.9684869050979614,0.9575585722923279,-0.192585289478302,0.9923392534255981,-0.008478360250592232,1.10641348361969,1.1151487827301025,-0.730104923248291,1.0226047039031982,0.051724568009376526,1.3259801864624023,1.343835473060608,5.2030534744262695,1.0604652166366577,2.9250295162200928
466,Tue Apr 26 17:15:26 2022,5558,5558,5558,5558,5569,1.0824826955795288,1.0789794921875,0.2244873046875,0.1563720703125,0.01627582311630249,1.0824826955795288,1.0789794921875,0.15887451171875,0.1563720703125,0.008752942085266113,0.976828396320343,0.9689724445343018,-0.03861473128199577,0.11117725074291229,-5.7833232858683914e-05,0.9773855805397034,0.9695594310760498,0.051378849893808365,0.11223441362380981,0.0021330825984477997,1.0,1.0,390.0,1.0,1574.0,1.107528805732727,1.1128554344177246,3.0922162532806396,1.3932631015777588,4.103424072265625,0,0,0,0,0,0.9994299411773682,0.9993945956230164,-0.751568615436554,0.9905807375907898,-0.027112513780593872,1.0017110109329224,1.0018147230148315,-1.4033071994781494,1.027356743812561,-0.01599481888115406,1.0045639276504517,1.0048394203186035,2.325209379196167,1.0727405548095703,2.8368313312530518
467,Tue Apr 26 17:15:29 2022,5561,5561,5561,5561,5572,2.447334051132202,3.91357421875,2.53521728515625,1.65008544921875,0.3868662714958191,2.447334051132202,1.99993896484375,1.5452880859375,0.99530029296875,0.19493883848190308,1.141649603843689,0.924712061882019,-0.040567513555288315,0.11066467314958572,2.2441869077738374e-05,1.2355886697769165,1.1268428564071655,0.7089769244194031,0.41150179505348206,0.0653078630566597,1.0,249.0,995.0,996.0,4432.0,1.9807028770446777,1.7748161554336548,2.179602861404419,2.4187021255493164,2.984921455383301,0,0,0,0,0,0.9239721894264221,0.8206220269203186,-0.057219792157411575,0.26892876625061035,0.00034363195300102234,1.2316383123397827,1.2021746635437012,-0.5664899945259094,0.9706453680992126,0.05740257352590561,1.6820461750030518,1.7753273248672485,1.868391513824463,2.457077741622925,2.267655372619629
468,Tue Apr 26 17:15:31 2022,5563,5563,5563,5563,5575,2.0194246768951416,2.5587158203125,0.98309326171875,0.833251953125,0.3377453684806824,2.0194246768951416,1.99993896484375,0.5093994140625,0.544189453125,0.19430100917816162,1.017773151397705,0.9660290479660034,-0.03761695697903633,0.11220874637365341,2.3043336113914847e-05,1.1224089860916138,1.0955396890640259,0.1581375002861023,0.1859762966632843,0.045686617493629456,1.0,89.0,933.0,737.0,7692.0,1.7991878986358643,1.8255285024642944,3.2212436199188232,2.9261226654052734,4.252908706665039,0,0,0,0,0,0.9067756533622742,0.8817837238311768,-0.23787499964237213,0.6033497452735901,0.0005043782293796539,1.2395336627960205,1.2643431425094604,-0.5392248034477234,1.3685650825500488,-0.3072049617767334,1.6600574254989624,1.731911063194275,2.9503536224365234,2.5472147464752197,2.703439474105835
469,Tue Apr 26 17:15:34 2022,5566,5566,5566,5566,5577,2.050830841064453,2.5203857421875,1.0809326171875,0.86907958984375,0.3539155125617981,2.050830841064453,1.99993896484375,0.6280517578125,0.56829833984375,0.21519649028778076,1.0246127843856812,0.9657936096191406,-0.03787925839424133,0.11143024265766144,-7.029506377875805e-05,1.1344490051269531,1.1064878702163696,0.16054752469062805,0.1920522153377533,0.04707147181034088,1.0,123.0,960.0,805.0,7837.0,1.8077770471572876,1.8074657917022705,3.9119367599487305,2.9590823650360107,4.571696758270264,0,0,0,0,0,0.9031810164451599,0.8728460669517517,-0.23593798279762268,0.5802080631256104,-0.0014933687634766102,1.2492505311965942,1.2763702869415283,-0.44112837314605713,1.4251309633255005,-0.36079141497612,1.6884440183639526,1.7658238410949707,2.94229793548584,2.7515299320220947,2.8051207065582275
470,Tue Apr 26 17:15:36 2022,5568,5568,5568,5568,5580,2.069664478302002,2.2281494140625,1.26654052734375,0.9344482421875,0.15976130962371826,2.069664478302002,1.99993896484375,0.70166015625,0.59844970703125,0.08604741096496582,1.0693821907043457,0.9683333039283752,-0.03792766481637955,0.11108531802892685,-3.112677586614154e-05,1.1671178340911865,1.104034423828125,0.3060651123523712,0.22270359098911285,0.02766583301126957,1.0,67.0,1037.0,855.0,2457.0,1.7733123302459717,1.8114824295043945,2.2925193309783936,2.6872026920318604,3.110241174697876,0,0,0,0,0,0.9162589907646179,0.8770861625671387,-0.1239202469587326,0.49880343675613403,-0.0011250980896875262,1.2208210229873657,1.2750548124313354,-0.5156870484352112,1.2119147777557373,-0.3390180468559265,1.6034046411514282,1.745671272277832,1.8690731525421143,2.4989774227142334,2.719721794128418
471,Tue Apr 26 17:15:39 2022,5571,5571,5571,5571,5582,2.0733590126037598,2.23101806640625,1.3348388671875,0.94171142578125,0.15201669931411743,2.0733590126037598,1.99993896484375,0.7169189453125,0.61541748046875,0.07930326461791992,1.059991717338562,0.9676547050476074,-0.03802570328116417,0.11130005121231079,-6.246846169233322e-07,1.1728602647781372,1.102252721786499,0.296352356672287,0.2210383415222168,0.02769656293094158,1.0,77.0,1037.0,851.0,2494.0,1.767780065536499,1.8144105672836304,2.4191436767578125,2.7842113971710205,2.8632891178131104,0,0,0,0,0,0.903766393661499,0.8778882622718811,-0.12831246852874756,0.5035327672958374,-2.2554590032086708e-05,1.2481064796447754,1.2825480699539185,-0.48054561018943787,1.3007396459579468,-0.19367341697216034,1.6747071743011475,1.7738527059555054,1.9297494888305664,2.6317548751831055,2.6176047325134277
