Serial No,time_stamp,AccXYZ_Measurement_Index,AccX_Measurement_Index,AccY_Measurement_Index,AccZ_Measurement_Index,AE_Measurement_Index,AccXYZ_range,AccX_range,AccY_range,AccZ_range,AE_range,AccXYZ_Absolute Peak,AccX_Absolute Peak,AccY_Absolute Peak,AccZ_Absolute Peak,AE_Absolute Peak,AccXYZ_Mean,AccX_Mean,AccY_Mean,AccZ_Mean,AE_Mean,AccXYZ_RMS,AccX_RMS,AccY_RMS,AccZ_RMS,AE_RMS,AccXYZ_Zero Crossing Rate,AccX_Zero Crossing Rate,AccY_Zero Crossing Rate,AccZ_Zero Crossing Rate,AE_Zero Crossing Rate,AccXYZ_Crest Factor,AccX_Crest Factor,AccY_Crest Factor,AccZ_Crest Factor,AE_Crest Factor,AccXYZ_K(t),AccX_K(t),AccY_K(t),AccZ_K(t),AE_K(t),AccXYZ_SNR,AccX_SNR,AccY_SNR,AccZ_SNR,AE_SNR,AccXYZ_Skewness,AccX_Skewness,AccY_Skewness,AccZ_Skewness,AE_Skewness,AccXYZ_Kurtosis,AccX_Kurtosis,AccY_Kurtosis,AccZ_Kurtosis,AE_Kurtosis
224,Tue Apr 26 15:52:21 2022,573,573,573,573,574,2.1590054035186768,2.50738525390625,1.53985595703125,1.2078857421875,0.20886701345443726,2.1590054035186768,1.99993896484375,0.81329345703125,0.70196533203125,0.10920792818069458,1.1631669998168945,0.9482164978981018,-0.03534229099750519,0.1108890175819397,-2.2297179384622723e-05,1.304694414138794,1.202091932296753,0.42274779081344604,0.2801542282104492,0.03965238481760025,1.0,407.0,1036.0,749.0,1877.0,1.6547977924346924,1.6637154817581177,1.9238265752792358,2.505638837814331,2.7541327476501465,0,0,0,0,0,0.8915244936943054,0.7888053059577942,-0.08360136300325394,0.3958141803741455,-0.0005623162142001092,1.2698135375976562,1.3677287101745605,-0.2815956175327301,0.9935065507888794,-0.15401263535022736,1.726513385772705,1.9863684177398682,1.6468394994735718,2.5878989696502686,2.2498319149017334
225,Tue Apr 26 15:52:23 2022,575,575,575,575,577,2.1553683280944824,2.5599365234375,1.5418701171875,1.27130126953125,0.20626920461654663,2.1553683280944824,1.99993896484375,0.815673828125,0.7615966796875,0.10582780838012695,1.1597201824188232,0.9451929330825806,-0.036756668239831924,0.11054924130439758,3.80315505026374e-05,1.302385687828064,1.203180193901062,0.4083397686481476,0.28604942560195923,0.040708113461732864,1.0,417.0,1037.0,750.0,1913.0,1.6549385786056519,1.6622107028961182,1.9975371360778809,2.6624653339385986,2.5996735095977783,0,0,0,0,0,0.890458345413208,0.7855788469314575,-0.09001491218805313,0.3864690065383911,0.0009342498960904777,1.2719594240188599,1.3665903806686401,-0.3290548026561737,1.0148850679397583,-0.11020705848932266,1.7324639558792114,1.9854506254196167,1.6757173538208008,2.633535385131836,2.2210617065429688
226,Tue Apr 26 15:52:26 2022,578,578,578,578,579,2.1403400897979736,2.5960693359375,1.5379638671875,1.1778564453125,0.20610326528549194,2.1403400897979736,1.99993896484375,0.772216796875,0.70721435546875,0.10645240545272827,1.1505839824676514,0.9432517886161804,-0.03625495731830597,0.10976768285036087,-1.3819842024531681e-05,1.2972432374954224,1.2037341594696045,0.39218857884407043,0.28293317556381226,0.04067177698016167,1.0,415.0,1036.0,793.0,1999.0,1.649914264678955,1.6614457368850708,1.9689935445785522,2.4995808601379395,2.6173532009124756,0,0,0,0,0,0.8869454264640808,0.7836047410964966,-0.09244266152381897,0.38796329498291016,-0.0003397894906811416,1.2799708843231201,1.3731695413589478,-0.31771260499954224,1.0256141424179077,-0.10228119045495987,1.754361629486084,2.002981185913086,1.677189588546753,2.601588726043701,2.203228235244751
227,Tue Apr 26 15:52:28 2022,580,580,580,580,582,2.142876386642456,2.5118408203125,1.46453857421875,1.21722412109375,0.2096051573753357,2.142876386642456,1.99993896484375,0.7630615234375,0.7164306640625,0.1093549132347107,1.145223617553711,0.945228099822998,-0.036456603556871414,0.11056148260831833,-1.5266619811882265e-05,1.2897924184799194,1.1934171915054321,0.4014875590801239,0.2795135974884033,0.03993166610598564,1.0,373.0,1036.0,761.0,2078.0,1.6614118814468384,1.6758087873458862,1.9005857706069946,2.563133478164673,2.738551139831543,0,0,0,0,0,0.8879131078720093,0.792034924030304,-0.09080381691455841,0.39554956555366516,-0.000382318627089262,1.277158498764038,1.3710997104644775,-0.317212849855423,1.0488934516906738,-0.10475297272205353,1.7450971603393555,1.9921685457229614,1.6680119037628174,2.6338601112365723,2.210787296295166
228,Tue Apr 26 15:52:31 2022,583,583,583,583,584,2.144395589828491,2.5301513671875,1.5301513671875,1.22772216796875,0.21100205183029175,2.144395589828491,1.99993896484375,0.81109619140625,0.73358154296875,0.1075286865234375,1.150740385055542,0.9507942199707031,-0.03589298203587532,0.11048389226198196,1.518263525213115e-05,1.2887539863586426,1.1919695138931274,0.4028851091861725,0.2827445864677429,0.040541235357522964,1.0,317.0,1035.0,778.0,2110.0,1.6639293432235718,1.6778440475463867,2.0132195949554443,2.5945024490356445,2.6523287296295166,0,0,0,0,0,0.8929092884063721,0.7976665496826172,-0.08908987045288086,0.3907551169395447,0.00037449857336468995,1.2679170370101929,1.3637446165084839,-0.30093222856521606,1.0378741025924683,-0.09631965309381485,1.725104808807373,1.9765233993530273,1.6469110250473022,2.6437668800354004,2.2011826038360596
229,Tue Apr 26 15:52:33 2022,585,585,585,585,587,2.13371205329895,2.4925537109375,1.53704833984375,1.3155517578125,0.21111470460891724,2.13371205329895,1.99993896484375,0.7899169921875,0.75201416015625,0.1076701283454895,1.1573773622512817,0.9430454969406128,-0.03549831360578537,0.11027614772319794,5.2012842388649005e-06,1.307917833328247,1.2121129035949707,0.40169766545295715,0.282971054315567,0.0407743826508522,1.0,459.0,1037.0,808.0,2069.0,1.6313807964324951,1.649960994720459,1.9664465188980103,2.6575655937194824,2.640631675720215,0,0,0,0,0,0.884900689125061,0.7780178785324097,-0.08837072551250458,0.3897082209587097,0.00012756255455315113,1.2806147336959839,1.3757911920547485,-0.3089490234851837,1.025771975517273,-0.09023813158273697,1.7517436742782593,2.0032763481140137,1.673633098602295,2.6022372245788574,2.1926419734954834
230,Tue Apr 26 15:52:36 2022,588,588,588,588,589,2.141385316848755,2.543701171875,1.5394287109375,1.257568359375,0.21397250890731812,2.141385316848755,1.99993896484375,0.78521728515625,0.74444580078125,0.11099803447723389,1.160775065422058,0.9434719681739807,-0.03626682236790657,0.10928283631801605,2.1095433112350293e-05,1.3119391202926636,1.213003158569336,0.41122153401374817,0.28408679366111755,0.04141850769519806,1.0,403.0,1036.0,758.0,2004.0,1.632229208946228,1.6487499475479126,1.9094750881195068,2.6204872131347656,2.6799139976501465,0,0,0,0,0,0.8847781419754028,0.7777984142303467,-0.0881929099559784,0.38468116521835327,0.0005093238432891667,1.2802749872207642,1.377644658088684,-0.315728098154068,1.0306044816970825,-0.08872896432876587,1.748660683631897,2.003962516784668,1.6652897596359253,2.6567013263702393,2.2134125232696533
231,Tue Apr 26 15:52:38 2022,590,590,590,590,592,2.1410367488861084,2.5233154296875,1.5670166015625,1.22979736328125,0.20669442415237427,2.1410367488861084,1.99993896484375,0.7989501953125,0.730712890625,0.11130309104919434,1.1726245880126953,0.950819730758667,-0.03570987656712532,0.1084161028265953,2.452653097861912e-05,1.3200103044509888,1.220435619354248,0.4154069721698761,0.2835540175437927,0.04122402146458626,1.0,451.0,1037.0,805.0,1957.0,1.621984839439392,1.6387090682983398,1.9232951402664185,2.576979398727417,2.6999571323394775,0,0,0,0,0,0.8883450031280518,0.7790822386741638,-0.08596359193325043,0.3823472559452057,0.0005949572660028934,1.2732566595077515,1.3696649074554443,-0.29808515310287476,1.011656641960144,-0.0931616947054863,1.7315154075622559,1.9862234592437744,1.6614705324172974,2.62589693069458,2.2094528675079346
232,Tue Apr 26 15:52:41 2022,593,593,593,593,594,2.160067081451416,2.5897216796875,1.5645751953125,1.22601318359375,0.20921194553375244,2.160067081451416,1.99993896484375,0.8170166015625,0.73004150390625,0.11325126886367798,1.171218752861023,0.9532217383384705,-0.03500286117196083,0.10930030792951584,-7.974781510711182e-06,1.313064694404602,1.1873747110366821,0.41751861572265625,0.2834416925907135,0.040790848433971405,1.0,333.0,1038.0,761.0,1974.0,1.6450576782226562,1.68433678150177,1.9568387269973755,2.575632095336914,2.7763891220092773,0,0,0,0,0,0.8919733762741089,0.8027977347373962,-0.08383545279502869,0.38561832904815674,-0.0001955041807377711,1.2690916061401367,1.3551232814788818,-0.32764145731925964,1.0102366209030151,-0.11059751361608505,1.7248672246932983,1.9588110446929932,1.6583192348480225,2.6471664905548096,2.232896327972412
233,Tue Apr 26 15:52:43 2022,595,595,595,595,597,2.137253999710083,2.57122802734375,1.60504150390625,1.24383544921875,0.21890133619308472,2.137253999710083,1.99993896484375,0.818359375,0.735595703125,0.11895078420639038,1.1695572137832642,0.9466985464096069,-0.03444930911064148,0.11022182554006577,-1.697371953923721e-05,1.3122830390930176,1.209479808807373,0.4189823865890503,0.28930506110191345,0.04178094118833542,1.0,421.0,1035.0,779.0,1966.0,1.6286531686782837,1.6535530090332031,1.9532071352005005,2.5426299571990967,2.847010612487793,0,0,0,0,0,0.8912385106086731,0.7827320098876953,-0.0822213813662529,0.3809882402420044,-0.00040625507244840264,1.2688353061676025,1.3652329444885254,-0.30870530009269714,1.0157638788223267,-0.10371636599302292,1.7223135232925415,1.9797319173812866,1.6467455625534058,2.6448023319244385,2.2278172969818115
234,Tue Apr 26 15:52:46 2022,598,598,598,598,599,1.1022368669509888,1.0789794921875,0.25933837890625,0.1505126953125,0.017291665077209473,1.1022368669509888,1.0789794921875,0.16644287109375,0.1505126953125,0.008834660053253174,0.9747801423072815,0.9673928022384644,-0.035900041460990906,0.10931441932916641,1.813867493183352e-05,0.9756356477737427,0.9680758714675903,0.04871857911348343,0.11020130664110184,0.002244435716420412,1.0,1.0,386.0,1.0,1748.0,1.1297627687454224,1.114560842514038,3.416414737701416,1.365797758102417,3.9362499713897705,0,0,0,0,0,0.9991231560707092,0.9992944002151489,-0.7368860244750977,0.991952121257782,0.008081619627773762,1.002619743347168,1.0021189451217651,-1.4158977270126343,1.02357816696167,0.06143294647336006,1.0069783926010132,1.0056540966033936,2.5658516883850098,1.0628306865692139,2.8568789958953857
235,Tue Apr 26 15:52:48 2022,600,600,600,600,602,1.111779808998108,1.108642578125,0.2042236328125,0.1485595703125,0.016088247299194336,1.111779808998108,1.108642578125,0.135986328125,0.1485595703125,0.00904172658920288,0.9746960401535034,0.967162013053894,-0.03553119674324989,0.10918167233467102,-2.050921830232255e-05,0.9752689599990845,0.9677597880363464,0.049627553671598434,0.11012229323387146,0.002112104557454586,1.0,1.0,396.0,1.0,1815.0,1.1399725675582886,1.1455762386322021,2.7401375770568848,1.3490417003631592,4.280908584594727,0,0,0,0,0,0.9994125366210938,0.9993823170661926,-0.7159570455551147,0.9914584159851074,-0.009710323065519333,1.0017625093460083,1.0018607378005981,-1.404069423675537,1.025104284286499,-0.04719673842191696,1.0047025680541992,1.0049666166305542,2.47761607170105,1.0669952630996704,2.897426128387451
236,Tue Apr 26 15:52:51 2022,603,603,603,603,604,2.6518709659576416,3.89508056640625,3.03546142578125,1.369384765625,0.40257346630096436,2.6518709659576416,1.99993896484375,1.7303466796875,0.859375,0.22358590364456177,1.350799560546875,0.8583313226699829,-0.037052687257528305,0.10907970368862152,2.221427348558791e-05,1.472830891609192,1.2520513534545898,0.711462676525116,0.3088986575603485,0.062320105731487274,1.0,553.0,1024.0,993.0,5847.0,1.80052649974823,1.59732985496521,2.4320976734161377,2.7820613384246826,3.5877010822296143,0,0,0,0,0,0.9171450734138489,0.6855400204658508,-0.05207959562540054,0.35312455892562866,0.0003564543731044978,1.2174592018127441,1.164942741394043,-0.6152015328407288,1.159356951713562,0.26940810680389404,1.5917893648147583,1.8149467706680298,2.613966941833496,2.8087880611419678,2.824475049972534
237,Tue Apr 26 15:52:53 2022,605,605,605,605,607,2.0653369426727295,2.65533447265625,1.581787109375,0.833740234375,0.3747575283050537,2.0653369426727295,1.99993896484375,0.808349609375,0.55255126953125,0.1984228491783142,1.0303391218185425,0.9640254378318787,-0.03569480776786804,0.10914985835552216,7.321626617340371e-05,1.1348963975906372,1.0963202714920044,0.2309580147266388,0.1809156984090805,0.0500306710600853,1.0,101.0,986.0,737.0,7769.0,1.819846272468567,1.8242287635803223,3.4999849796295166,3.054192066192627,3.966024160385132,0,0,0,0,0,0.9078706502914429,0.8793283104896545,-0.15455107390880585,0.6033188700675964,0.0014634276740252972,1.2376830577850342,1.2709120512008667,-0.3041102886199951,1.3751349449157715,-0.3670422434806824,1.6560614109039307,1.7494902610778809,2.7534775733947754,2.594883441925049,2.9306113719940186
238,Tue Apr 26 15:52:56 2022,608,608,608,608,609,2.131164789199829,3.44329833984375,3.0269775390625,1.2005615234375,0.3941638469696045,2.131164789199829,1.99993896484375,1.54595947265625,0.67889404296875,0.23318320512771606,1.0881563425064087,0.9554843306541443,-0.03608405962586403,0.10835723578929901,-7.498959462282073e-07,1.1950381994247437,1.1187688112258911,0.3622629642486572,0.21269431710243225,0.04716566577553749,1.0,147.0,1009.0,722.0,7473.0,1.7833445072174072,1.7876248359680176,4.267506122589111,3.1918766498565674,4.943918228149414,0,0,0,0,0,0.9105619788169861,0.8540498614311218,-0.09960736334323883,0.5094505548477173,-1.5899191566859372e-05,1.235498309135437,1.2773807048797607,-0.16847535967826843,1.2336708307266235,-0.33146747946739197,1.6515127420425415,1.8045538663864136,4.432534217834473,2.96772837638855,3.166133165359497
239,Tue Apr 26 15:52:58 2022,610,610,610,610,612,2.143758773803711,2.4805908203125,1.51531982421875,1.1712646484375,0.20136487483978271,2.143758773803711,1.99993896484375,0.768310546875,0.68377685546875,0.10107207298278809,1.149712085723877,0.9585545063018799,-0.03590374067425728,0.10899844765663147,2.78518764389446e-05,1.2908247709274292,1.2007073163986206,0.39112332463264465,0.26749786734580994,0.03914807364344597,1.0,357.0,1035.0,782.0,1917.0,1.6607667207717896,1.665634036064148,1.9643690586090088,2.5561954975128174,2.581789255142212,0,0,0,0,0,0.890680193901062,0.7983248829841614,-0.09179647266864777,0.4074740707874298,0.000711449480149895,1.2704647779464722,1.3598483800888062,-0.30412426590919495,1.039312481880188,-0.08639660477638245,1.7271010875701904,1.9608581066131592,1.6761478185653687,2.613413095474243,2.186821222305298
240,Tue Apr 26 15:53:01 2022,613,613,613,613,614,2.1446802616119385,2.31500244140625,1.5323486328125,1.10015869140625,0.19456619024276733,2.1446802616119385,1.99993896484375,0.78985595703125,0.65740966796875,0.09909617900848389,1.1275643110275269,0.9546881318092346,-0.03673866391181946,0.10876525938510895,3.596497481339611e-05,1.2772862911224365,1.1908860206604004,0.3783983886241913,0.26469671726226807,0.03734781593084335,1.0,285.0,1036.0,813.0,2108.0,1.679091215133667,1.679370641708374,2.0873661041259766,2.483633518218994,2.6533327102661133,0,0,0,0,0,0.8827812075614929,0.801662027835846,-0.09708990901708603,0.41090521216392517,0.000962973979767412,1.2853500843048096,1.3758647441864014,-0.30963194370269775,1.031653642654419,-0.13860398530960083,1.762969970703125,1.9949655532836914,1.7099699974060059,2.511897087097168,2.193408489227295
241,Tue Apr 26 15:53:03 2022,615,615,615,615,617,2.1478323936462402,2.38458251953125,1.49298095703125,1.1492919921875,0.197878897190094,2.1478323936462402,1.99993896484375,0.78271484375,0.69244384765625,0.10152876377105713,1.1250375509262085,0.9540097117424011,-0.03560154139995575,0.10871727019548416,5.791057992610149e-05,1.2716336250305176,1.184590220451355,0.3780128061771393,0.2662804126739502,0.03788701072335243,1.0,250.0,1037.0,777.0,2091.0,1.6890339851379395,1.6882960796356201,2.070604085922241,2.600430965423584,2.6797776222229004,0,0,0,0,0,0.8847182989120483,0.8053500056266785,-0.09418077766895294,0.408281147480011,0.0015285074478015304,1.2819825410842896,1.3724240064620972,-0.2932642102241516,1.0339516401290894,-0.11823146790266037,1.7558103799819946,1.9888005256652832,1.7051750421524048,2.5442991256713867,2.209988594055176
242,Tue Apr 26 15:53:06 2022,618,618,618,618,619,2.128451347351074,2.5721435546875,1.54241943359375,1.1446533203125,0.19962215423583984,2.128451347351074,1.99993896484375,0.7996826171875,0.6868896484375,0.10022717714309692,1.1315679550170898,0.954170823097229,-0.034771766513586044,0.10824725776910782,-3.461527740000747e-05,1.2759813070297241,1.151235818862915,0.38667213916778564,0.2731526792049408,0.03774365782737732,1.0,293.0,1036.0,809.0,2121.0,1.668089747428894,1.7372105121612549,2.068115472793579,2.5146729946136475,2.655470609664917,0,0,0,0,0,0.8868217468261719,0.8288230895996094,-0.08992570638656616,0.3962884843349457,-0.0009171150741167367,1.2780872583389282,1.3313663005828857,-0.3309226334095001,1.020137906074524,-0.13217827677726746,1.7487788200378418,1.915269374847412,1.6886311769485474,2.5562546253204346,2.227412700653076
243,Tue Apr 26 15:53:08 2022,620,620,620,620,622,2.1423304080963135,2.31500244140625,1.529541015625,1.15814208984375,0.20551371574401855,2.1423304080963135,1.99993896484375,0.76617431640625,0.70819091796875,0.1073722243309021,1.1406439542770386,0.9527235627174377,-0.03529384732246399,0.10953514277935028,2.0688308723038062e-05,1.2792986631393433,1.1886721849441528,0.3874056041240692,0.27126291394233704,0.03843983635306358,1.0,367.0,1037.0,807.0,2080.0,1.6746132373809814,1.6824983358383179,1.9777058362960815,2.6107177734375,2.7932538986206055,0,0,0,0,0,0.8916166424751282,0.8015023469924927,-0.09110309183597565,0.4037969708442688,0.0005381997325457633,1.2690151929855347,1.3616604804992676,-0.29665064811706543,1.0308008193969727,-0.10193569213151932,1.7265019416809082,1.9689271450042725,1.6797429323196411,2.5642786026000977,2.221784830093384
244,Tue Apr 26 15:53:11 2022,623,623,623,623,624,2.148465394973755,2.47637939453125,1.5511474609375,1.15850830078125,0.20319896936416626,2.148465394973755,1.99993896484375,0.81494140625,0.68145751953125,0.10794121026992798,1.139976143836975,0.9504914879798889,-0.03618648648262024,0.10894874483346939,-1.6003355995053425e-05,1.2805343866348267,1.186538815498352,0.3930666446685791,0.2715139389038086,0.03937162831425667,1.0,341.0,1035.0,770.0,2100.0,1.6777881383895874,1.6855233907699585,2.0732905864715576,2.509843587875366,2.7415988445281982,0,0,0,0,0,0.8902347087860107,0.801062285900116,-0.09206195920705795,0.40126392245292664,-0.00040646924753673375,1.2736574411392212,1.3613307476043701,-0.3173767328262329,1.034820318222046,-0.09930876642465591,1.7386770248413086,1.9680819511413574,1.6663681268692017,2.6163110733032227,2.2229185104370117
245,Tue Apr 26 15:53:13 2022,625,625,625,625,627,2.157219409942627,2.513916015625,1.6263427734375,1.17498779296875,0.20494866371154785,2.157219409942627,1.99993896484375,0.87030029296875,0.706787109375,0.10668665170669556,1.1414347887039185,0.949424684047699,-0.03519519791007042,0.10962791740894318,-3.1770912755746394e-05,1.2826646566390991,1.1891486644744873,0.39696913957595825,0.2712385356426239,0.03925022855401039,1.0,307.0,1035.0,792.0,2098.0,1.6818264722824097,1.6818242073059082,2.1923625469207764,2.605776786804199,2.7181153297424316,0,0,0,0,0,0.8898933529853821,0.7984070777893066,-0.08865978568792343,0.4041753113269806,-0.0008094452787190676,1.2739337682724,1.3683743476867676,-0.3211008310317993,1.042375922203064,-0.10738322138786316,1.7380865812301636,1.9850295782089233,1.6776766777038574,2.5988683700561523,2.2198565006256104
246,Tue Apr 26 15:53:16 2022,628,628,628,628,629,2.153701066970825,2.51318359375,1.5528564453125,1.19451904296875,0.21007543802261353,2.153701066970825,1.99993896484375,0.78668212890625,0.70916748046875,0.11025989055633545,1.151608943939209,0.9448471069335938,-0.036014098674058914,0.10828254371881485,2.9385560992523097e-05,1.2971971035003662,1.2085580825805664,0.3978627324104309,0.2721196711063385,0.03980060666799545,1.0,425.0,1036.0,847.0,2106.0,1.6602728366851807,1.6548141241073608,1.977270245552063,2.6060867309570312,2.7703068256378174,0,0,0,0,0,0.8877671360969543,0.7817969918251038,-0.09051890671253204,0.3979225158691406,0.0007383194169960916,1.2764356136322021,1.3754926919937134,-0.30461961030960083,1.0199733972549438,-0.10635612905025482,1.7410368919372559,1.9997369050979614,1.683628797531128,2.5601208209991455,2.228178024291992
247,Tue Apr 26 15:53:18 2022,630,630,630,630,632,2.1531362533569336,2.59588623046875,1.6240234375,1.19622802734375,0.20473337173461914,2.1531362533569336,1.99993896484375,0.8411865234375,0.715087890625,0.10824322700500488,1.1522194147109985,0.9509865045547485,-0.03537670150399208,0.10764633119106293,-1.3003310414205771e-05,1.2920271158218384,1.1961923837661743,0.4044351875782013,0.2736645042896271,0.03988943248987198,1.0,360.0,1037.0,793.0,2109.0,1.6664791107177734,1.6719207763671875,2.079904317855835,2.613009214401245,2.7135815620422363,0,0,0,0,0,0.8917919993400574,0.7950113415718079,-0.0874718651175499,0.3933514654636383,-0.00032598382676951587,1.2704367637634277,1.364725947380066,-0.32593047618865967,1.0223090648651123,-0.10999713838100433,1.7303162813186646,1.9799911975860596,1.6723976135253906,2.5887839794158936,2.223715305328369
248,Tue Apr 26 15:53:21 2022,633,633,633,633,634,2.1235406398773193,2.46649169921875,2.18841552734375,1.15814208984375,0.20887058973312378,2.1235406398773193,1.99993896484375,1.10931396484375,0.699462890625,0.11083066463470459,1.092158555984497,0.957061767578125,-0.03627739101648331,0.10909206420183182,0.00015818254905752838,1.1885299682617188,1.1166857481002808,0.3343687057495117,0.23198148608207703,0.03812107443809509,1.0,245.0,803.0,551.0,2048.0,1.786695122718811,1.7909594774246216,3.3176369667053223,3.015166759490967,2.9073331356048584,0,0,0,0,0,0.9189154505729675,0.8570556044578552,-0.10849517583847046,0.47026193141937256,0.004149477928876877,1.2386876344680786,1.2944027185440063,-0.3794346749782562,1.1559011936187744,-0.10934928059577942,1.6941887140274048,1.8472381830215454,2.693289279937744,3.223418951034546,2.4955084323883057
249,Tue Apr 26 15:53:23 2022,635,635,635,635,637,1.1253483295440674,1.11883544921875,0.128662109375,0.1519775390625,0.019470512866973877,1.1253483295440674,1.11883544921875,0.09979248046875,0.1519775390625,0.010286808013916016,0.9745562672615051,0.9674371480941772,-0.03594512864947319,0.10925845801830292,4.238376277498901e-06,0.9757081866264343,0.9686379432678223,0.04082544147968292,0.10991155356168747,0.002742596436291933,1.0,1.0,98.0,1.0,1797.0,1.1533657312393188,1.1550605297088623,2.4443697929382324,1.3827258348464966,3.7507553100585938,0,0,0,0,0,0.9988194108009338,0.9987603425979614,-0.8804590106010437,0.9940580129623413,0.001545388251543045,1.0035336017608643,1.0037087202072144,-1.2750766277313232,1.017694115638733,-0.004123095888644457,1.0094276666641235,1.0098929405212402,1.7784874439239502,1.0474282503128052,2.8790407180786133
250,Tue Apr 26 15:53:26 2022,638,638,638,638,639,1.1477394104003906,3.99993896484375,2.5875244140625,1.66888427734375,0.21574097871780396,1.1477394104003906,2.0,1.3076171875,0.95721435546875,0.12354719638824463,0.9744335412979126,0.9458334445953369,-0.03665939345955849,0.10841003060340881,-3.987192394561134e-05,0.9757193922996521,1.038246512413025,0.24893595278263092,0.17376266419887543,0.007913974113762379,1.0,93.0,464.0,301.0,1883.0,1.1763007640838623,1.9263248443603516,5.252825736999512,5.5087456703186035,15.611270904541016,0,0,0,0,0,0.9986821413040161,0.9109911918640137,-0.14726436138153076,0.623897135257721,-0.005038166884332895,1.0039538145065308,1.0887125730514526,-0.33609625697135925,1.4587931632995605,-0.7280701398849487,1.0105581283569336,1.4686061143875122,11.393316268920898,5.838685512542725,49.03122329711914
251,Tue Apr 26 15:53:28 2022,640,640,640,640,642,2.767158031463623,3.68206787109375,3.24481201171875,1.4306640625,0.38868945837020874,2.767158031463623,1.99993896484375,1.86224365234375,0.880859375,0.2093093991279602,1.3774657249450684,0.883994460105896,-0.03567493334412575,0.1095111072063446,0.0003676605992950499,1.495550274848938,1.228782057762146,0.7882797718048096,0.32462337613105774,0.06301473826169968,1.0,517.0,1019.0,952.0,5423.0,1.8502607345581055,1.6275782585144043,2.362414598464966,2.7134809494018555,3.321594476699829,0,0,0,0,0,0.9210427403450012,0.7194070219993591,-0.04525668919086456,0.33734819293022156,0.005834517534822226,1.2127165794372559,1.2306089401245117,-0.5413276553153992,1.200391173362732,0.24222604930400848,1.5859901905059814,1.8553493022918701,2.486337661743164,2.946284770965576,2.583176851272583
252,Tue Apr 26 15:53:31 2022,643,643,643,643,644,2.0475165843963623,2.3218994140625,1.337890625,0.8172607421875,0.36990129947662354,2.0475165843963623,1.99993896484375,0.68505859375,0.5089111328125,0.20640742778778076,1.0252150297164917,0.9679630398750305,-0.03679920360445976,0.1085081472992897,1.982847425097134e-05,1.1150436401367188,1.0746291875839233,0.23079609870910645,0.17275385558605194,0.04784072935581207,1.0,61.0,1050.0,690.0,7970.0,1.8362659215927124,1.8610502481460571,2.9682416915893555,2.9458742141723633,4.3144707679748535,0,0,0,0,0,0.9194393754005432,0.900741457939148,-0.1594446450471878,0.6281083822250366,0.00041446846444159746,1.2114779949188232,1.240818738937378,-0.373399555683136,1.339329481124878,-0.36466482281684875,1.5843983888626099,1.6683964729309082,2.5782124996185303,2.3905370235443115,2.8498990535736084
253,Tue Apr 26 15:53:33 2022,645,645,645,645,647,2.1338553428649902,3.2908935546875,3.28167724609375,1.09906005859375,0.35639673471450806,2.1338553428649902,1.99993896484375,1.6529541015625,0.6824951171875,0.19767683744430542,1.0822389125823975,0.955950915813446,-0.03549850359559059,0.10934055596590042,4.5622523430211e-06,1.177703857421875,1.1004902124404907,0.36400604248046875,0.20834402740001678,0.04685889557003975,1.0,143.0,1054.0,701.0,7819.0,1.811877727508545,1.8173164129257202,4.5410075187683105,3.275808334350586,4.218554973602295,0,0,0,0,0,0.9189397692680359,0.8686591982841492,-0.09752174466848373,0.5248077511787415,9.736150241224095e-05,1.2149335145950317,1.2547576427459717,-0.2899038791656494,1.2542195320129395,-0.3582002818584442,1.5959982872009277,1.745431661605835,4.6597700119018555,3.033848762512207,2.952026605606079
254,Tue Apr 26 15:53:36 2022,648,648,648,648,649,2.1170248985290527,2.3740234375,1.43597412109375,1.12286376953125,0.2075902819633484,2.1170248985290527,1.99993896484375,0.80859375,0.646728515625,0.10611140727996826,1.1268365383148193,0.9536489844322205,-0.03528068587183952,0.11002624779939651,1.613274980627466e-05,1.2445189952850342,1.1570725440979004,0.3687731921672821,0.26978376507759094,0.038312558084726334,1.0,349.0,1037.0,765.0,2056.0,1.7010787725448608,1.7284473180770874,2.1926586627960205,2.3972105979919434,2.769624710083008,0,0,0,0,0,0.9054393768310547,0.824191153049469,-0.0956704169511795,0.40783125162124634,0.00042108254274353385,1.249942421913147,1.331878662109375,-0.3743232786655426,1.053816795349121,-0.1224345713853836,1.6933321952819824,1.9181307554244995,1.7191041707992554,2.602100133895874,2.204984426498413
255,Tue Apr 26 15:53:38 2022,650,650,650,650,652,2.137012004852295,2.30792236328125,1.50726318359375,1.06182861328125,0.19635164737701416,2.137012004852295,1.99993896484375,0.75897216796875,0.63970947265625,0.10141986608505249,1.1223094463348389,0.9541934132575989,-0.036339033395051956,0.10918151587247849,-3.6255503800930455e-05,1.270811915397644,1.1868548393249512,0.37057292461395264,0.262705534696579,0.037104614078998566,1.0,273.0,1037.0,846.0,2197.0,1.6816115379333496,1.6850745677947998,2.048104763031006,2.435081720352173,2.733349084854126,0,0,0,0,0,0.8831436038017273,0.803968071937561,-0.09806176275014877,0.4156041741371155,-0.0009771158220246434,1.284643530845642,1.3737242221832275,-0.3025911748409271,1.0042641162872314,-0.16031502187252045,1.7641202211380005,1.9926774501800537,1.694717526435852,2.3979036808013916,2.2236335277557373
