AccXYZ_range,AccX_range,AccY_range,AccZ_range,AE_range,AccXYZ_Absolute Peak,AccX_Absolute Peak,AccY_Absolute Peak,AccZ_Absolute Peak,AE_Absolute Peak,AccXYZ_Mean,AccX_Mean,AccY_Mean,AccZ_Mean,AE_Mean,AccXYZ_RMS,AccX_RMS,AccY_RMS,AccZ_RMS,AE_RMS,AccXYZ_Crest Factor,AccX_Crest Factor,AccY_Crest Factor,AccZ_Crest Factor,AE_Crest Factor,AccXYZ_SNR,AccX_SNR,AccY_SNR,AccZ_SNR,AE_SNR,AccXYZ_Skewness,AccX_Skewness,AccY_Skewness,AccZ_Skewness,AE_Skewness,AccXYZ_Kurtosis,AccX_Kurtosis,AccY_Kurtosis,AccZ_Kurtosis,AE_Kurtosis
0.48229501758875526,0.3091097266473203,0.572825750541628,0.6820187882226846,1.0,0.48229501758875526,0.9225923682616597,0.6550089473518979,0.7088852886051018,1.0,0.26771314029588433,0.0002625576649396555,0.9708130498369089,0.1524746125663873,0.5053365197188224,0.26931043096485774,0.25030324328439324,0.33582766157435895,0.33063509133643115,0.6635731620175991,0.43920225021201864,0.7689285429699555,0.22379178346216294,0.14036735403814127,0.0318046167784506,0.8496309947587637,0.012947560380676182,0.7570774718714822,0.10461320586973938,0.5238019338447806,0.18423606847245466,0.06266776749633302,0.7294540938896026,0.46359126576323856,0.20895538980940717,0.18593588976125353,0.19145459495330097,0.030794338782521483,0.031238111992621796,0.00568091712160116
0.864405160018134,0.43943421880390443,0.9308418446301455,0.9999999999999999,1.0,0.864405160018134,1.0,0.9888550528992559,1.0,1.0,0.9211213454247216,0.0011794907313492642,0.96241086699466,0.022407855083483946,0.8873971495911085,0.9275683560835495,0.4314153429490455,0.5617375280919984,0.9543627739780127,0.9945898015615391,0.4121150630527335,0.7265840257400746,0.1930206026358236,0.0300565276796457,0.0003412836217224491,0.6481536285935761,0.043936820359104234,0.7440248908248818,0.08430455379380536,0.7104938441518778,0.42121441405688653,0.007853215948335435,0.7006877237248245,0.4443405680421832,0.2069256253018587,0.4305662431580417,0.5812784603388909,0.031803555870590305,0.013675507134468039,8.260093510638854e-05
0.8318000669732966,0.44219412707754124,0.9918755803156917,0.9999999999999999,1.0,0.8318000669732966,1.0,1.0,1.0,1.0,0.9550377943178194,0.0018756069827633448,0.9176239972630709,0.06624042629622667,0.7650176677617775,0.9519994235110183,0.4365126906949257,0.6049411187127652,0.9598925847980638,0.9764678512211814,0.3758845960060514,0.7235720359667492,0.17357321293101297,0.029447505966118337,0.0015119674440808861,0.6725269754685925,0.045346472964183926,0.7395192421892833,0.08850769109691357,0.6553595621987045,0.3807252363216267,0.005392697706096128,0.6951586225963624,0.4527313067740333,0.2062000820487012,0.3831403711457797,0.5953261609482111,0.029671297334242785,0.013250673848269329,0.00032454141960972134
0.8868556206157967,0.4877934939221137,0.8721757969668833,0.9999999999999999,1.0,0.8868556206157967,1.0,0.8827425988132986,1.0,1.0,0.9428288154945919,0.0021678523076915646,0.9673565246963001,0.053929068768987114,0.8817942013922522,0.9340788438414072,0.41427623398524016,0.5668224838362032,0.9635569409857041,0.9923511309108292,0.4262460891311166,0.7367888513264831,0.15570604960909268,0.029047745472442668,0.0004835882408192882,0.693570110995835,0.04212801603115868,0.7442349868752494,0.08735889321575316,0.7082385557421395,0.36326640569749324,0.010555882299263075,0.7162206462362106,0.46024270753757285,0.20693886541572107,0.3686336106984591,0.5626617238843755,0.028395992082362972,0.012809183946527436,0.0001252330483253357
0.8409817357686027,0.46380664407329986,0.9873568554627051,0.9999999999999999,1.0,0.8409817357686027,1.0,1.0,1.0,1.0,0.9349966694662455,0.0022732435006512786,0.8679701691355103,0.14490748765168537,0.7897944275081299,0.930230890325525,0.43867903272812825,0.6333077998653953,0.972843626144352,0.9879742081138163,0.3928649165237028,0.7222951037260621,0.16005612862575958,0.028047924428921595,0.0007636755188596828,0.6821224569409807,0.046034058225009555,0.7355024398904859,0.09592148409063245,0.6657570040932695,0.3755862361652147,0.004902242494370934,0.6954563350080408,0.45521959979977616,0.20616079188082967,0.38155876614628825,0.5978094256270788,0.029514337619647564,0.011923214858009039,0.00015601084048078202
0.0529390439961277,0.038009619092071345,0.10157845868152275,0.07042431120358111,0.25321610918228893,0.0529390439961277,0.11344639612356144,0.11176341317929239,0.06899837987229582,0.2662018535493871,0.0842840708057302,0.0004556462055057553,0.9493372506764554,0.14843891027616316,0.5433237500516057,0.07534466648642191,0.1786613925583702,0.02914196657253093,0.02631917451816366,0.06167452411793768,0.036491899190659316,0.04431091576687085,0.3564652955502376,0.20551029017017003,0.20776013263004803,0.999015481573279,6.812968255598406e-05,0.9212271303706087,0.191307307665637,0.5587425918558073,0.0012428224356280104,0.09032445989808585,0.8518783231496467,0.513906303222496,0.2079566854822397,0.0012351170039115456,0.001072087536005184,0.048243520334293966,0.05565893504561615,0.02483558718860518
0.053528468851299804,0.037969032205694364,0.06900340451872486,0.0992371225017338,0.564081714433136,0.053528468851299804,0.11332525741974564,0.056446802498979695,0.10162330442517234,0.5994517882562566,0.0831311700371502,0.0004999401942089587,0.9532014121024059,0.14995558849006824,0.542252770580035,0.07424980678438908,0.17829720840853147,0.017671512549855238,0.021792390631364907,0.07140407604021283,0.03781327676429669,0.044338256067385284,0.24140833903235814,0.3378809591169585,0.4627441921464932,0.9993770041381724,4.291633546837925e-05,0.9777803914780001,0.20850690090853582,0.5505509949812115,0.0008053630612692153,0.0903831514912895,0.9420829489229321,0.514391468445759,0.21583052094433947,0.0007972893211456444,0.0006712401358116571,0.054351236981893994,0.12729169922540637,0.10284936851036405
0.39126191286246603,0.19662317105343263,0.4537140204271124,0.6093562827060084,1.0,0.39126191286246603,0.5868564506359781,0.4476501428436882,0.6192064550970489,1.0,0.21555531797816574,0.00039496462848909175,0.9510722829181046,0.15012644084827156,0.5749980423273184,0.20950632539973046,0.21536801746484446,0.2681494219625089,0.28404828882130306,0.611034610763815,0.3763971925662968,0.47575347648278465,0.17190119527942366,0.14444691203400006,0.03993190578559162,0.9118717284309756,0.0067888278168904415,0.7614957015089039,0.10580755248117588,0.5744575067615871,0.11494165619506358,0.07526839063258622,0.7055992759575009,0.4504862093382769,0.2055780881693003,0.11829301981324258,0.1046658128516812,0.030587266470034652,0.02952762712929411,0.006739639455096171
0.4755673793376062,0.22477017675589017,0.45204271123491185,0.6617804678141352,1.0,0.4755673793376062,0.6708661417322834,0.4470536527171695,0.6649194701229391,1.0,0.23526554613667328,0.0006635192007464763,0.9394791531948699,0.14215878893324674,0.5732464228917693,0.23124007045700345,0.22057086788251068,0.2688287067846771,0.28870829310410484,0.6312779369744332,0.4594567253122853,0.5518478421142043,0.17079024046804892,0.1561177213163783,0.03664028233665027,0.8921346982631784,0.007991409103335567,0.7596415079858153,0.10315923911257378,0.57237035185199,0.14141412714850254,0.07275570208527699,0.7098874921204565,0.4696311309208389,0.20606097858032058,0.14685652566370022,0.12181030827778805,0.027788515630812166,0.02882989784325072,0.006279661647364281
0.5960732712092502,0.2871725145605455,0.528133704735376,0.722054094949877,1.0,0.5960732712092502,0.8571168988491824,0.5506545694283114,0.8840496839162616,1.0,0.2656305553826783,0.0,0.9158127274144244,0.13265229310132984,0.4934605829162435,0.2688775120358986,0.25590411252798084,0.3329420681626487,0.3275495828810055,0.6723485924619221,0.5683170832281604,0.7045880529429729,0.17071874690610006,0.1935849430353263,0.030570880631585556,0.8423379075746533,0.013692874073308936,0.7504450560048912,0.099347041855908,0.515946463679831,0.19631898591338448,0.06080820407030724,0.7313207528216767,0.409681698315588,0.20591892980594564,0.20078455156276065,0.2054363743225437,0.03115322266986363,0.030192337677613673,0.005648836051155678
0.45336122141880053,0.2481279298658603,0.5477715877437326,0.8276432759599016,1.0,0.45336122141880053,0.7405814657783161,0.5957680595234358,0.8798246450014295,1.0,0.2728156967039115,0.0006536628976302472,0.9513206743181056,0.15559812202840412,0.5181512144314768,0.27652496417478534,0.25653866649851853,0.31694336025513525,0.3511242294751215,0.6769580535597626,0.4014761174957143,0.5961343385528379,0.2106013638894314,0.17487908667317553,0.029935644088136953,0.8371214732633048,0.014421229852829454,0.7563001834608885,0.10471524704324586,0.5330873555497293,0.20086517389098368,0.05989024219203687,0.7252296272343928,0.4488649160304804,0.20658316940508475,0.20371489122583375,0.20989253450051704,0.02948257662576992,0.03458455715801005,0.005658291302730054
0.8392452659176985,0.43774986301925845,0.9279480037140204,0.9999999999999999,1.0,0.8392452659176985,1.0,0.9925281763099236,1.0,1.0,1.0,0.002127595840746954,0.8542589728616323,0.146936719331914,0.8126879576528241,0.9999999999999998,0.4532946900320738,0.6103402226267626,1.0000000000000002,0.9985330693316274,0.36023960664071875,0.7137294109427097,0.16864766778339307,0.025229465819069263,9.217400301125833e-05,0.6543533202064209,0.04815892348187262,0.7349197296663529,0.09601093842855675,0.6751603905853816,0.4045524727046881,0.0,0.6908094463290025,0.45195113022295136,0.20663245449790346,0.40912487406393216,0.63872350110713,0.029376444191994935,0.011919162913190574,4.887779885516877e-05
0.9119142608600008,0.4514073502851228,0.975270813989477,0.9999999999999999,1.0,0.9119142608600008,1.0,0.9776787115813268,1.0,1.0,0.8938320733173408,0.003248364380638691,0.904070199600532,0.08462262816694398,0.6808535607443349,0.8958490377458783,0.41042277196735544,0.5894983182788393,0.9105626940964513,0.9671224968138236,0.4645037083939002,0.7390999245921794,0.17447641334578018,0.03513820586172159,0.002132828108565521,0.6679705300257108,0.042484430236620685,0.7388985751817295,0.09013812956283693,0.6160241803093021,0.3953506436372609,0.010212654224501738,0.7085101392881811,0.4585006977972655,0.20578981774527252,0.4036098964519841,0.5689912037935477,0.029990893849295375,0.015036119690738611,0.00044214283337099675
0.8160787890135319,0.5248899080707023,0.9042865985762922,0.9999999999999999,1.0,0.8160787890135319,1.0,0.932345461965906,1.0,1.0,0.9249306626622209,0.0020643017496512206,0.8891644040053396,0.08172672399483126,0.7988653834949646,0.9195773021544273,0.4484151145649822,0.5924360825147575,0.9294213052783487,0.9825685783909691,0.3786131788259709,0.7165796956907711,0.15887125593617307,0.032892288711493425,0.0011130399918010403,0.6860962625292792,0.04735325869248763,0.7377485360646214,0.0898991855531574,0.6706778536652782,0.37102168831072513,0.004504172197873801,0.6978402828558992,0.455043514531015,0.20663627299690027,0.3767195973819977,0.6036693612648182,0.027293777382930047,0.013496487103105819,0.00025086891338584397
0.8695348406049295,0.4831057085455689,0.9478180129990715,0.9999999999999999,1.0,0.8695348406049295,1.0,1.0,1.0,1.0,0.9389623461746308,0.00379319231675046,0.8703747533948322,0.10531989663067846,0.8052055968456924,0.9380046565014009,0.43549672764854375,0.6382639394895441,0.9321015195542413,0.9756643167077362,0.41111442033247036,0.7241715363169154,0.15781308942303257,0.03258037430137253,0.0015648852203737768,0.6689016608178484,0.04688553024190484,0.7355854049322769,0.09220971676715814,0.6745489152364257,0.39302953150890296,0.0042001624253612535,0.6740937017457683,0.44552327698577376,0.20661190739489152,0.40030961139877363,0.6094412862644886,0.030122173431541006,0.014024160664778103,0.00034937665180088257
0.06805955551053233,0.04005925685411044,0.1432683379758589,0.1104911417943383,0.35915541437918,0.06805955551053233,0.11956390066626277,0.14774118607352527,0.11394898186092317,0.3739200683224456,0.08521221446295835,0.0004421086325511192,0.9515629114714318,0.1509298546681846,0.543297415102369,0.07623065937100715,0.17883394940639352,0.02899729229542801,0.03664898249564874,0.08718481020861803,0.05591073922044909,0.050080770725408286,0.4853275923305899,0.2371581698591872,0.20609860247003756,0.9986980983913085,8.729301846294168e-05,0.923593285021082,0.17514648275311456,0.5559010969037806,0.001671101871542291,0.09028089407041456,0.7763125368465777,0.5566582114882341,0.2150682671892927,0.0016628540756109533,0.0013671139981785707,0.09010089647282778,0.07054088391299262,0.028532303638443862
0.05596570418956165,0.03474237473872194,0.09221603218817705,0.08539814639682239,0.3022582868816598,0.05596570418956165,0.103694730466384,0.08184472420180203,0.08481845039550176,0.3042995153692692,0.08378510693755414,0.0006215408495224839,0.9575340768143641,0.15016072678507514,0.5424676762239987,0.07488883156823856,0.17777092540145967,0.023127982201576018,0.03032049373958679,0.07530076505532654,0.04069883734438384,0.03535135908166498,0.2993060501652593,0.21587890583343983,0.190593674882405,0.9990663469574095,6.231809546131117e-05,0.9532599249228014,0.18575418792054033,0.5518155870432773,0.001190920475958368,0.09033691374695235,0.8507843769582899,0.4930317324084694,0.2033719703686411,0.0011820430106399549,0.000988587298573096,0.04717460097626899,0.052807416134805586,0.0219034768788519
0.3062875821387522,0.21638898471903723,0.46501083255957915,0.5673822583695858,1.0,0.3062875821387522,0.6458509993943065,0.4653878755533231,0.6019886273388608,1.0,0.21448206040805662,0.000423702283358085,0.9599896962900267,0.14706500473616374,0.5548559219060005,0.2082401479710274,0.21558886562327695,0.26405243088024855,0.2837621340235997,0.6095451162346567,0.27672013234837745,0.5311637363862243,0.18810839122764966,0.138879047564209,0.04018273107042583,0.9133968492047346,0.006856540257295984,0.7633985088417575,0.10486724794632599,0.5591962568387008,0.11219191155623598,0.07525833698004669,0.7143417045076093,0.47150606206794443,0.20839640284561164,0.11471412905708123,0.10435575172071798,0.030631665642254155,0.02959869582869329,0.006942537515153306
