AccXYZ_range,AccX_range,AccY_range,AccZ_range,AE_range,AccXYZ_Absolute Peak,AccX_Absolute Peak,AccY_Absolute Peak,AccZ_Absolute Peak,AE_Absolute Peak,AccXYZ_Mean,AccX_Mean,AccY_Mean,AccZ_Mean,AE_Mean,AccXYZ_RMS,AccX_RMS,AccY_RMS,AccZ_RMS,AE_RMS,AccXYZ_Crest Factor,AccX_Crest Factor,AccY_Crest Factor,AccZ_Crest Factor,AE_Crest Factor,AccXYZ_SNR,AccX_SNR,AccY_SNR,AccZ_SNR,AE_SNR,AccXYZ_Skewness,AccX_Skewness,AccY_Skewness,AccZ_Skewness,AE_Skewness,AccXYZ_Kurtosis,AccX_Kurtosis,AccY_Kurtosis,AccZ_Kurtosis,AE_Kurtosis
0.46829400093355067,0.2946088181667496,0.55094272095785,0.6796964308395783,1.0000000000000002,0.46829400093355067,0.9175324256307671,0.6410231281850254,0.7088852886051018,1.0,0.2167903199497807,0.017312864844548415,0.9325826116578139,0.4165377890736254,0.5053365197188224,0.2242704442537895,0.3450681581809665,0.5261579744626329,0.33063509133643115,0.6552680038340177,0.4341527571293643,0.8546579447187141,0.11216330227305066,0.11811794076830479,0.04061689843842148,0.6840544425137125,0.23597320656495668,0.28143591883844454,0.3783635981541476,0.4960402023809928,0.2422574441891885,0.6926071519020915,0.7294540938896026,0.46359126576323856,0.1711486321435185,0.19213425862968503,0.29973792174880076,0.0061688035615834955,0.0196471179350024,0.00568091712160116
0.860738079967825,0.4276686557268358,0.9272990515853003,1.0000000000000002,1.0000000000000002,0.860738079967825,1.0,0.9884032405592577,1.0,1.0,0.9156361677203144,0.07777477615037753,0.9131748550942571,0.06121490166300772,0.8873971495911085,0.9231036416306453,0.9294084489151047,0.8801022482035439,0.9543627739780127,0.9944562433885187,0.40682167354888077,0.8072316984217425,0.07456201736929602,0.004951998128085042,0.00043584496863330324,0.2606558579059932,0.8007618486861823,0.24282642477960134,0.3049115458130789,0.6936160096393175,0.5539449175741891,0.08679411679324556,0.7006877237248245,0.4443405680421832,0.16902185817042648,0.4449770039404013,0.9100617479102002,0.0072036627934637665,0.0018743808956932784,8.260093510638854e-05
0.8272512019947471,0.4304864909663518,0.991459387353386,1.0000000000000002,1.0000000000000002,0.8272512019947471,1.0,0.9999999999999999,1.0,1.0,0.9519111475782573,0.12367618443565931,0.8097240398342331,0.18095891671612752,0.7650176677617775,0.9490406494723493,0.9458545376596774,0.9477914719678056,0.9598925847980638,0.9758869278347484,0.3702649828452693,0.8038582423481215,0.050798001127871806,0.00432721343038274,0.001930896653973932,0.3118757083807804,0.8264531940503446,0.22949873015688282,0.32011339476052575,0.6352674703448851,0.5006912353585586,0.059600351959350206,0.6951586225963624,0.4527313067740333,0.16826163869598526,0.3959590161403135,0.9320553895159285,0.005017227925107393,0.0014444645853203437,0.00032454141960972134
0.8837956996298661,0.47704293054864916,0.865627694359942,1.0000000000000002,1.0000000000000002,0.8837956996298661,1.0,0.8779890239121912,1.0,1.0,0.9388531631679624,0.14294663236981364,0.924598567541631,0.1473261331426752,0.8817942013922522,0.930015438363645,0.8741108076565798,0.8880691023991162,0.9635569409857041,0.9921623080806055,0.4210799371535566,0.8186611963435448,0.028964965136143772,0.003917106149071065,0.0006175787182155501,0.35609722054129733,0.7677958423680433,0.24344788824184635,0.31595843845023985,0.6912292408317059,0.4777283828157546,0.1166641140604554,0.7162206462362106,0.46024270753757285,0.16903573107511985,0.38096525479330623,0.8809146411461768,0.003709519772941011,0.0009976923671589713,0.0001252330483253357
0.836681183443192,0.45255262721697337,0.9867091799385076,1.0000000000000002,1.0000000000000002,0.836681183443192,1.0,0.9999999999999999,1.0,1.0,0.9304763740672455,0.14989605233794379,0.6950312954794255,0.39586553794564494,0.7897944275081299,0.9259302955096844,0.952844026135903,0.992234968455037,0.972843626144352,0.9876773349377743,0.3873981962927293,0.8024280665682773,0.03428060646244363,0.0028914072707589555,0.0009752713326339896,0.33204032216031365,0.8389846435291197,0.21761704147498334,0.3469274988667158,0.6462710696565052,0.4939321284430007,0.05417981759376289,0.6954563350080408,0.45521959979977616,0.16822047071511023,0.39432431568505155,0.9359432879612397,0.0048562801849210205,0.0001011228797526964,0.00015601084048078202
0.027326355942121072,0.017818664014586427,0.055554651787021514,0.06363520894195351,0.16564654379218308,0.027326355942121072,0.05549461186036009,0.07575460603684829,0.06899837987229582,0.1791523258427386,0.020605695135754942,0.030044985259394252,0.8829768020796009,0.4055128552762208,0.5433237500516057,0.018348555280450984,0.11392280698968626,0.045658174885827664,0.02631917451816366,0.03851067205542025,0.02781635173712982,0.043079579748951824,0.2742855996057299,0.1849469367706986,0.2653253854737604,0.9979814184488625,0.0012416840842846,0.7669900971236532,0.6919176281786314,0.5330178555707314,0.0015742612465650119,0.998270233908821,0.8518783231496467,0.513906303222496,0.17010219628264145,0.0012329669603321491,0.001667457935118799,0.024061333158124858,0.04436013003712589,0.02483558718860518
0.027931721434325152,0.017777225261064178,0.021310862032503125,0.0926584529404293,0.5129649518970674,0.027931721434325152,0.05536555462347548,0.01819547889716451,0.10162330442517234,0.5519352704990367,0.01937262228988401,0.03296569922910919,0.8919024236335665,0.40965619284122756,0.542252770580035,0.017186208004324133,0.11274780282159469,0.027686841534535316,0.021792390631364907,0.04848041131903376,0.029149627159715696,0.043110201135399207,0.1336901045350793,0.3207436851387804,0.5909592933098415,0.998741147172705,0.0007821632027003034,0.9342744672370059,0.7541248794722599,0.5243486991912678,0.0009988896582191487,0.9989188961930129,0.9420829489229321,0.514391468445759,0.17835234957230972,0.0007804411320919691,0.0010398752222160468,0.030324234404250715,0.11684996235121958,0.10284936851036405
0.3747989612080822,0.17976131277971158,0.42572920564168465,0.6065032389178204,1.0000000000000002,0.3747989612080822,0.5598502936052139,0.4252580687312165,0.6192064550970489,1.0,0.16100547171956325,0.026043685424227192,0.8869844610425232,0.4101229358769774,0.5749980423273184,0.16077999056756132,0.2323531046309455,0.4201230954344111,0.28404828882130306,0.6014324663424065,0.37078219488905784,0.5262991908364065,0.04875485522338635,0.12230308778784074,0.05099606051046414,0.8148514597834069,0.12372844162672614,0.29450502833698805,0.38268329448301275,0.5496489296938576,0.15111747007394483,0.8318698391057264,0.7055992759575009,0.4504862093382769,0.16760991757798713,0.12222057579814383,0.1638579352637386,0.00595646996480121,0.017916167547450526,0.006739639455096171
0.46138441779408745,0.20849908834742253,0.4239722796115241,0.6593103010288327,1.0000000000000002,0.46138441779408745,0.6493514873846551,0.4246373970991768,0.6649194701229391,1.0,0.18208633816577935,0.043751982052882,0.8602061055005653,0.38835650501395313,0.5732464228917693,0.18385341204837213,0.2491395873194815,0.42118736490059994,0.28870829310410484,0.6221755268410182,0.45458960605682674,0.6115255757932971,0.047397308088180545,0.13427596640197004,0.046792408686752676,0.7733746884891382,0.14564584953787119,0.28902032967409186,0.37310491126787926,0.5474400963520244,0.18593557788622794,0.8040994855747714,0.7098874921204565,0.4696311309208389,0.168115886991776,0.15174297616525734,0.19070004262347684,0.0030866085861712966,0.01721009010474607,0.006279661647364281
0.5851493182835101,0.2722111718879497,0.5039612174846675,0.7200241331131716,1.0000000000000002,0.5851493182835101,0.8477769890946636,0.5324382595060759,0.8840496839162616,1.0,0.21456291324169285,0.0,0.8055402836659336,0.3623861832074937,0.4934605829162435,0.22381084003516216,0.36313880927618136,0.5216369711077856,0.3275495828810055,0.6642600678216282,0.5644301562514321,0.7825960078610599,0.04730994550671852,0.1727129322366324,0.03904132417113523,0.6687282406184529,0.24955677418513922,0.261817253374297,0.35931700888104806,0.4877267684636871,0.2581495882540614,0.6720551683268612,0.7313207528216767,0.409681698315588,0.16796704921521288,0.2074813991703106,0.32162835442597904,0.006536805955101997,0.01858883119148018,0.005648836051155678
